Popularidad;external_id;price;currency;price_per_sqm;expenses;location;neighborhood;province;total_area;covered_area;rooms;bedrooms;bathrooms;parking;publication_url;scraped_at
1729;58259751;250000;USD;2577;192000;Lerma 500;Villa Crespo;Capital Federal;97;;3;2;1;;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-vista-abierta-y-terraza-propia-58259751.html?n_src=Listado&n_pills=Terraza&n_pg=58&n_pos=30;2026-02-10T14:21:43.145012
3037;58315902;237000;USD;2576;;Pasaje Calcena 400;Flores;Capital Federal;92;;4;3;3;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-dpto-4amb-con-dependencia-cochera-flores-58315902.html?n_src=Listado&n_pills=SUM&n_pg=103&n_pos=12;2026-02-10T14:39:03.398576
140;58279398;790000;USD;1811;;Rioja 3500;La Lucila;Vicente López;436;;6;4;3;2;https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-venta-casa-5-amb-la-lucila-hermoso-fondo-y-pileta-58279398.html?n_src=Listado&n_pills=Dormitorio+en+suite&n_pg=5&n_pos=20;2026-02-10T14:54:33.046080
353;58273782;188000;USD;2575;253524;Roosevelt 2800 (ma-6);Belgrano;Capital Federal;73;;4;3;1;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-u$s-188.000-4-amb-cochera-y-baulera-belgrano-58273782.html?n_src=Listado&n_pills=Apto+cr%C3%A9dito&n_pg=12&n_pos=24;2026-02-10T14:04:31.590921
1265;58293249;170000;USD;2575;250000;Esmeralda al 1300;Retiro;Capital Federal;66;;2;1;1;;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-2-ambientes-luminoso-con-balcon-en-58293249.html?n_src=Listado&n_pills=Luminoso&n_pg=43&n_pos=11;2026-02-10T14:16:12.869324
189;58260593;193000;USD;2573;360000;Yerbal al 100;Caballito;Capital Federal;75;;3;2;1;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-3-ambientes-c-balcon-cochera-y-baulera-58260593.html?n_src=Listado&n_pills=Terraza&n_pg=7&n_pos=10;2026-02-10T14:02:37.992529
1832;58305352;165000;USD;1813;140000;Valle Grande 1500;Florida;Vicente López;91;;4;3;1;;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-de-4-ambientes-c-dep-en-florida-58305352.html?n_src=Listado&n_pills=Apto+cr%C3%A9dito&n_pg=62&n_pos=14;2026-02-10T14:23:16.938921
1404;58296338;175000;USD;2573;;Llerena 2500;Parque Chas;Capital Federal;68;;3;2;1;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-a-estrenar-3-amb-balcon-y-cochera-58296338.html?n_src=Listado&n_pg=48&n_pos=3;2026-02-10T14:18:06.915551
2796;58296042;180000;USD;2571;126000;Bulnes al 1500;Palermo;Capital Federal;70;;2;1;1;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-palermo-58296042.html?n_src=Listado&n_pills=Luminoso&n_pg=95&n_pos=3;2026-02-10T14:35:53.561150
1525;58306048;360000;USD;2571;;Capitán General Ramón Freire 1300;Colegiales;Capital Federal;140;;3;2;1;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-casa-lote-propio-colegiales-58306048.html?n_src=Listado&n_pills=Apto+cr%C3%A9dito&n_pg=52&n_pos=5;2026-02-10T14:19:28.510550
1594;58259861;257000;USD;2570;120000;Las Heras al 2200;Recoleta;Capital Federal;100;;4;3;2;;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-semipiso-de-4-ambientes-en-recoleta!-58259861.html?n_src=Listado&n_pills=SUM&n_pg=54&n_pos=14;2026-02-10T14:20:11.609346
2905;58316320;149000;USD;2568;280000;Pasaje Florencio Balcarce 0;Caballito;Capital Federal;58;;3;2;1;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-tres-amb-c-cochera-mejor-zona-caballito-58316320.html?n_src=Listado&n_pg=98&n_pos=22;2026-02-10T14:37:03.925871
1339;58281073;375000;USD;2568;517000;Avenida Corrientes 4400;Almagro;Capital Federal;146;;5;4;2;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-5-ambientes-cochera-baulera-amenities-58281073.html?n_src=Listado&n_pills=Apto+cr%C3%A9dito&n_pg=45&n_pos=28;2026-02-10T14:16:59.515315
1541;58300910;280000;USD;2568;322000;Avenida Eva Perón 1200;Parque Chacabuco;Capital Federal;109;;4;3;2;2;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-parque-chacabuco-4-ambientes-con-2-cocheras-58300910.html?n_src=Listado&n_pills=Apto+cr%C3%A9dito&n_pg=52&n_pos=21;2026-02-10T14:19:29.166532
277;58269398;154000;USD;2566;199000;Amenábar 2600;Belgrano;Capital Federal;60;;3;2;1;;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-belgrano-departamento-3-amb-balcon-subte-58269398.html?n_src=Listado&n_pg=10&n_pos=8;2026-02-10T14:03:49.284381
873;58310043;290000;USD;2566;400000;Avenida Santa Fe al 2100;Recoleta;Capital Federal;113;;;3;;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-venta-4-ambientes-cochera-vista-58310043.html?n_src=Listado&n_pills=Apto+cr%C3%A9dito&n_pg=30&n_pos=6;2026-02-10T14:11:19.466641
2798;58305907;120000;USD;1818;350000;Miguel Cané 1300;San Fernando;San Fernando;66;;2;1;1;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-san-fernando-2amb-c-patio-coch-58305907.html?n_src=Listado&n_pills=Pileta&n_pg=95&n_pos=5;2026-02-10T14:35:53.634237
401;58306021;319000;USD;1822;;General Pacheco 2200;Olivos;Vicente López;175;;6;4;3;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-venta-olivos-casa-6-ambientes-patio-y-dependencia-58306021.html?n_src=Listado&n_pills=Apto+cr%C3%A9dito&n_pg=14&n_pos=12;2026-02-10T14:05:19.008835
1972;58310728;195000;USD;2565;195000;Manuela Pedraza 3737;Coghlan;Capital Federal;76;;3;2;2;;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-3-ambientes-al-frente.-muy-luminoso-con-gran-balcon-58310728.html?n_src=Listado&n_pills=Apto+cr%C3%A9dito&n_pg=67&n_pos=10;2026-02-10T14:25:13.263634
1841;58305181;200000;USD;2564;170000;Zabala 2400;Colegiales;Capital Federal;78;;3;2;1;;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-dpto-de-3-amb-c-hab-serv-en-colegiales!-58305181.html?n_src=Listado&n_pills=Apto+cr%C3%A9dito&n_pg=62&n_pos=23;2026-02-10T14:23:17.336176
534;58276217;287000;USD;2562;;Murillo al 500;Villa Crespo;Capital Federal;112;;4;3;3;;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-villa-crespo-58276217.html?n_src=Listado&n_pills=Dormitorio+en+suite&n_pg=18&n_pos=25;2026-02-10T14:06:53.914582
3094;58318590;320000;USD;2560;485000;Avenida Santa Fe 3445;Palermo;Capital Federal;125;;4;3;2;;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-4-ambientes-con-dependencia-58318590.html?n_src=Listado&n_pills=Dormitorio+en+suite&n_pg=105&n_pos=9;2026-02-10T14:39:52.276483
80;58268074;530000;USD;2560;650000;Gorostiaga 1500;Las Cañitas;Palermo;207;;5;4;3;2;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-depto-en-venta.-piso-de-5-ambientes-con-dependencia.-58268074.html?n_src=Listado&n_pills=Dormitorio+en+suite&n_pg=3&n_pos=20;2026-02-10T14:53:53.299814
1468;58301611;225000;USD;2556;700;Superí 1400;Belgrano R;Belgrano;88;;4;3;1;;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-4-ambientes-al-frente-en-venta-en-belgrano-r-caba-58301611.html?n_src=Listado&n_pg=50&n_pos=8;2026-02-10T14:18:47.870575
118;58279638;580000;USD;2555;640000;11 de Septiembre de 1888 800;Palermo;Capital Federal;227;;4;3;2;2;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-duplex-4-amb-con-terraza-2-cocheras-palermo-58279638.html?n_src=Listado&n_pills=Quincho&n_pg=4&n_pos=28;2026-02-10T14:54:13.235273
1940;58261185;137000;USD;1826;240000;Entre Rios al 1100;Olivos;Vicente López;75;;;;;;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-3-amb-en-planta-baja-olivos-58261185.html?n_src=Listado&n_pg=66&n_pos=6;2026-02-10T14:24:48.155439
2924;58313180;240000;USD;2553;220000;Jaramillo e/ Moldes y Amenábar;Saavedra;Capital Federal;94;;4;3;1;;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-venta-3-dorm.-2-banos-saavedra-58313180.html?n_src=Listado&n_pills=Luminoso&n_pg=99&n_pos=11;2026-02-10T14:37:27.439948
312;58312182;510000;USD;1827;430000;Casa en Venta Santa Ana Villanueva Tigre 100;Santa Ana;Villanueva;279;;5;3;3;2;https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-casa-en-venta-en-santa-ana-villanueva-tigre-58312182.html?n_src=Listado&n_pills=Dormitorio+en+suite&n_pg=11&n_pos=12;2026-02-10T14:56:37.592323
2753;58313698;148000;USD;2551;50000;Ravignani 2400;Palermo;Capital Federal;58;;3;2;1;;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-ph-3-ambientes-en-palermo-hollywood!-58313698.html?n_src=Listado&n_pills=Apto+cr%C3%A9dito&n_pg=93&n_pos=20;2026-02-10T14:35:10.611965
1126;58316108;369900;USD;2551;;Quesada 1700;Núñez;Capital Federal;145;;4;3;3;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-dto-4-amb-venta-nunez-patio-seguridad-cochera-58316108.html?n_src=Listado&n_pills=SUM&n_pg=38&n_pos=20;2026-02-10T14:14:14.876377
2488;58266179;250000;USD;2551;392000;Chile al 800, 1° Piso;San Telmo;Capital Federal;98;;3;2;2;;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-depto.-tipo-loft-de-3-ambientes-con-balcon-y-cochera.-58266179.html?n_src=Listado&n_pills=Parrilla&n_pg=84&n_pos=22;2026-02-10T14:31:39.618116
2360;58281663;128000;USD;1828;110000;Avenida Cazón e/ Paso y Beruti;Tigre;GBA Norte;70;;3;2;1;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-venta-2-dorm.-1-bano-tigre-58281663.html?n_src=Listado&n_pills=Luminoso&n_pg=80&n_pos=14;2026-02-10T14:30:03.781555
1250;58269833;255000;USD;2550;70000;Iberá 4300;Villa Urquiza;Capital Federal;100;;4;3;2;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-4-ambientes-duplex-en-villa-urquiza-58269833.html?n_src=Listado&n_pg=42&n_pos=26;2026-02-10T14:15:49.325901
464;58262035;129999;USD;2549;40000;Jaramillo 3000;Saavedra;Capital Federal;51;;2;1;1;;https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-venta-ph-2-ambientes-patio-parrilla-pque-saavedra-58262035.html?n_src=Listado&n_pills=Apto+cr%C3%A9dito&n_pg=16&n_pos=15;2026-02-10T14:06:05.875345
2778;58259901;130000;USD;2549;130000;Av San Juan al 2800;San Cristobal;Capital Federal;51;;2;1;1;;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-hermoso-edificio-con-amenities-en-san-58259901.html?n_src=Listado&n_pills=Luminoso&n_pg=94&n_pos=15;2026-02-10T14:35:31.253997
668;58266484;135000;USD;2547;;Aizpurúa 2951;Villa Urquiza;Capital Federal;53;;2;1;1;;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-2-ambientes-con-balcon-en-villa-58266484.html?n_src=Listado&n_pills=Laundry&n_pg=23&n_pos=11;2026-02-10T14:08:44.027372
1158;58269305;247000;USD;2546;;Palpa 3500;Colegiales;Capital Federal;97;;3;2;1;;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-dpto-3-amb-a-estrenar-terraza-parrilla-colegiales-58269305.html?n_src=Listado&n_pills=Parrilla&n_pg=39&n_pos=22;2026-02-10T14:14:39.305369
230;58271710;110000;USD;1833;120000;Diego Palma 65;San Isidro;GBA Norte;60;;2;1;1;;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-venta-en-san-isidro-58271710.html?n_src=Listado&n_pills=Apto+cr%C3%A9dito&n_pg=8&n_pos=21;2026-02-10T14:03:02.056043
809;58294092;140000;USD;2545;250000;Darragueyra 2130;Palermo Hollywood;Palermo;55;;2;1;1;;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-mono-ambiente-divisible-balcon-corrido-palermo-58294092.html?n_src=Listado&n_pills=Apto+cr%C3%A9dito&n_pg=28&n_pos=2;2026-02-10T14:10:31.035927
1243;58289578;140000;USD;2545;172800;Uriarte 1100;Palermo;Capital Federal;55;;2;1;1;;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-2-ambientes-con-balcon-en-palermo-58289578.html?n_src=Listado&n_pills=Dormitorio+en+suite&n_pg=42&n_pos=19;2026-02-10T14:15:49.079550
1097;58290430;229000;USD;2544;325000;Doctor Tomás Manuel de Anchorena 1700;Recoleta;Capital Federal;90;;5;3;2;;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-4-ambientes-recoleta-renovado-58290430.html?n_src=Listado&n_pg=37&n_pos=21;2026-02-10T14:13:52.124415
1254;58278670;127000;USD;2540;140000;Julian Alvarez al 2400;Botánico;Palermo;50;;2;1;1;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-2-amb-contrafrente-con-amplio-patio-luminoso-58278670.html?n_src=Listado&n_pg=42&n_pos=30;2026-02-10T14:15:49.468524
2803;58276401;275000;USD;1833;420000;Lagos del Sendero - Nordelta;Lagos del Sendero;Nordelta;150;;3;2;2;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-venta-en-lagos-del-sendero-sendero-58276401.html?n_src=Listado&n_pills=Pileta&n_pg=95&n_pos=10;2026-02-10T14:35:53.822205
104;58267116;132000;USD;2538;270000;O'higgins 2100;Belgrano;Capital Federal;52;;3;2;1;;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-excelente-3-ambientes-muy-luminoso-58267116.html?n_src=Listado&n_pills=Apto+cr%C3%A9dito&n_pg=4&n_pos=15;2026-02-10T14:01:29.238352
346;58280497;165000;USD;2538;;Ciudad de la Paz al 2000;Belgrano C;Belgrano;65;;3;2;2;;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-belgrano-c-58280497.html?n_src=Listado&n_pills=Encargado&n_pg=12&n_pos=17;2026-02-10T14:04:31.310301
2254;58266051;132000;USD;2538;159000;Coronel Ramón Lorenzo Falcón 2136;Flores Norte;Flores;52;;2;1;1;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-depto-2-amb-balcon-cochera-baulera-a-estrenar-58266051.html?n_src=Listado&n_pills=Dormitorio+en+suite&n_pg=76&n_pos=28;2026-02-10T14:28:35.526141
176;58294561;550000;USD;1833;;Washington 3800;Carapachay;Vicente López;300;;4;3;5;5;https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-excelente-chalet-de-4-ambientes-en-excelente-zona!-58294561.html?n_src=Listado&n_pills=Parrilla&n_pg=6&n_pos=26;2026-02-10T14:54:55.154351
2683;58307523;330000;USD;2538;350000;Nazarre 3200;Villa del Parque;Capital Federal;130;;4;3;2;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-u$s-330.000-4-amb.-c-dep-villa-del-parque-58307523.html?n_src=Listado&n_pills=Dormitorio+en+suite&n_pg=91&n_pos=7;2026-02-10T14:34:22.253726
471;58290916;174999;USD;2536;84000;Díaz Colodrero 2700;Villa Urquiza;Capital Federal;69;;3;2;1;;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-3-ambientes-villa-urquiza-58290916.html?n_src=Listado&n_pg=16&n_pos=22;2026-02-10T14:06:06.187209
734;58299243;175000;USD;2536;220000;Blanco Encalada 1100;Belgrano;Capital Federal;69;;3;2;1;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-3-ambientes-con-balcon-belgrano-58299243.html?n_src=Listado&n_pills=Apto+cr%C3%A9dito&n_pg=25&n_pos=17;2026-02-10T14:09:30.163425
1446;58267148;180000;USD;1836;600000;Del Lago Condominio - El Palmar, Tigre;Tigre;GBA Norte;98;;3;2;2;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-venta-en-tigre-el-palmar-del-lago-58267148.html?n_src=Listado&n_pills=Laundry&n_pg=49&n_pos=15;2026-02-10T14:18:28.193531
2954;58316173;175000;USD;2536;180000;Franklin Delano Roosevelt 3300;Coghlan;Capital Federal;69;;3;2;1;;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-venta-3-amb-coghlan-c-balcon-baule-58316173.html?n_src=Listado&n_pills=Terraza&n_pg=100&n_pos=11;2026-02-10T14:37:52.306549
358;58278298;1800000;USD;1836;;El Yacht, Nordelta;El Yacht;Nordelta;980;;8;4;5;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-casa-en-venta-con-4-dorm.-al-rio-en-nordelta-58278298.html?n_src=Listado&n_pills=Terraza&n_pg=12&n_pos=28;2026-02-10T14:57:03.560394
300;58280852;530000;USD;2535;;Nogoyá 2600;Villa del Parque;Capital Federal;209;;4;3;2;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-venta-duplex-4-ambientes-con-garaje-y-dependencia-58280852.html?n_src=Listado&n_pills=Apto+cr%C3%A9dito&n_pg=10&n_pos=30;2026-02-10T14:56:18.631824
1770;58278608;187500;USD;2533;;Araoz al 200;Villa Crespo;Capital Federal;74;;4;;2;;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-villa-crespo-58278608.html?n_src=Listado&n_pills=Luminoso&n_pg=60&n_pos=11;2026-02-10T14:22:30.526446
3106;58317269;460000;USD;1840;700000;Casa en Venta, 4 Amb, Comoda y Luminosa - Los Castaños, Nordelta;Los Castaños;Nordelta;250;;4;3;3;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-casa-en-los-castanos-4-amb-58317269.html?n_src=Listado&n_pills=SUM&n_pg=105&n_pos=21;2026-02-10T14:39:52.779310
106;58296315;162000;USD;2531;276000;Humboldt 1500;Palermo Hollywood;Palermo;64;;2;1;1;;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-duplex-en-venta-doble-balcon-pileta-58296315.html?n_src=Listado&n_pills=Pileta&n_pg=4&n_pos=17;2026-02-10T14:01:29.312689
663;58284033;200000;USD;2531;230000;Andonaegui 2300;Villa Urquiza;Capital Federal;79;;3;2;2;;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-depto-3-amb.-en-venta-villa-urquiza-impecable-58284033.html?n_src=Listado&n_pills=Encargado&n_pg=23&n_pos=6;2026-02-10T14:08:43.848749
1750;58294408;365000;USD;1843;450000;Casa Venta 3 Dormitorios Barrio San Gabriel Lote de 838 m2 Villanueva, Tigre Zona Norte;San Gabriel;Villanueva;198;;5;3;3;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-casa-en-venta-en-san-gabriel-villanueva-tigre-58294408.html?n_src=Listado&n_pills=Parrilla&n_pg=59&n_pos=21;2026-02-10T14:22:07.690511
2310;58303785;248000;USD;2530;185000;Avenida Santa Fe 2600;Barrio Norte;Capital Federal;98;;4;3;2;;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-venta-en-barrio-norte-capital-58303785.html?n_src=Listado&n_pills=Apto+cr%C3%A9dito&n_pg=78&n_pos=24;2026-02-10T14:29:19.250509
2434;58304133;248000;USD;2530;185000;Avenida Santa Fe 2600;Recoleta;Capital Federal;98;;4;3;2;;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-venta-en-palermo-capital-federal-58304133.html?n_src=Listado&n_pills=Apto+cr%C3%A9dito&n_pg=82&n_pos=28;2026-02-10T14:30:53.706089
2728;58303422;248000;USD;2530;185000;Avenida Santa Fe 2600;Palermo;Capital Federal;98;;4;3;2;;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-venta-en-barrio-norte-capital-58303422.html?n_src=Listado&n_pills=Apto+cr%C3%A9dito&n_pg=92&n_pos=22;2026-02-10T14:34:47.756799
1349;58261817;129000;USD;2529;120000;Av. Corrientes al 3900;Almagro;Capital Federal;51;;3;2;1;;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-de-3-amb.-impecable-y-super-luminoso.-58261817.html?n_src=Listado&n_pills=Apto+cr%C3%A9dito&n_pg=46&n_pos=8;2026-02-10T14:17:21.649587
57;58264313;215000;USD;2529;;Monroe;Villa Urquiza;Capital Federal;85;;3;2;2;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclappa-3-ambientes-c-dependencia-y-cochera-85-m-sup2--58264313.html?n_src=Listado&n_pills=Apto+cr%C3%A9dito&n_pg=2&n_pos=28;2026-02-10T14:00:50.363590
774;58266879;268000;USD;2528;450000;Gutierrez 2600;Palermo;Capital Federal;106;;4;3;2;;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-en-esquina-alto-todo-luz-y-sol.-58266879.html?n_src=Listado&n_pills=Terraza&n_pg=26&n_pos=27;2026-02-10T14:09:52.293122
891;58266883;268000;USD;2528;450000;Gutierrez 2600;Barrio Norte;Capital Federal;106;;4;3;2;;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-en-esquina-alto-alegre-todo-luz-58266883.html?n_src=Listado&n_pills=Dormitorio+en+suite&n_pg=30&n_pos=24;2026-02-10T14:11:20.178787
1139;58264303;220000;USD;2528;325000;Paraguay 5500;Palermo;Capital Federal;87;;3;2;1;;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-3-amb-palermo-con-balcon-58264303.html?n_src=Listado&n_pills=Apto+cr%C3%A9dito&n_pg=39&n_pos=3;2026-02-10T14:14:38.545402
1138;58273700;240000;USD;2526;90000;Bazurco 3400;Villa Devoto;Capital Federal;95;;4;2;1;;https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-ph-4-ambientes-villa-devoto-con-patio-y-parrilla-58273700.html?n_src=Listado&n_pills=Parrilla&n_pg=39&n_pos=2;2026-02-10T14:14:38.508735
122;58304861;164000;USD;2523;195000;José Hernández 2748;Belgrano;Capital Federal;65;;3;2;1;;https://www.zonaprop.com.ar/propiedades/clasificado/veclappa-dueno-vende-calido-depto-en-belgrano-58304861.html?n_src=Listado&n_pills=Encargado&n_pg=5&n_pos=3;2026-02-10T14:01:48.703793
2367;58306027;272500;USD;2523;;Palpa 3500;Palermo;Capital Federal;108;;4;3;2;;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-dpto-4-amb-a-estrenar-terraza-parrilla-colegiales-58306027.html?n_src=Listado&n_pills=Parrilla&n_pg=80&n_pos=21;2026-02-10T14:30:04.077483
918;58263918;275000;USD;2522;400000;Aguero 1151;Recoleta;Capital Federal;109;;4;3;2;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-4-ambientes-a-estrenar-con-cochera-58263918.html?n_src=Listado&n_pg=31&n_pos=21;2026-02-10T14:11:41.130933
2510;58276989;249900;USD;1851;530000;Barrio EL Sendero - Nordelta;Sendero;Nordelta;135;;4;3;2;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-oportunidad-venta-nordelta-casa-departamento-el-58276989.html?n_src=Listado&n_pills=Luminoso&n_pg=85&n_pos=14;2026-02-10T14:32:02.192262
2208;58307933;257000;USD;2519;180000;Parral 0;Caballito;Capital Federal;102;;4;3;1;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-4-ambientes-balcon-semipiso-58307933.html?n_src=Listado&n_pills=Encargado&n_pg=75&n_pos=10;2026-02-10T14:28:14.571486
291;58294223;640000;USD;2519;1200000;Libertad al 1300;Recoleta;Capital Federal;254;;5;4;3;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-tipo-duplex-de-5-ambientes-en-venta-58294223.html?n_src=Listado&n_pills=Dormitorio+en+suite&n_pg=10&n_pos=21;2026-02-10T14:56:18.226056
346;58294226;640000;USD;2519;1200000;Libertad al 1300;Retiro;Capital Federal;254;;5;4;3;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-tipo-duplex-de-5-ambientes-en-venta-58294226.html?n_src=Listado&n_pills=SUM&n_pg=12&n_pos=16;2026-02-10T14:57:03.113207
1201;58260391;156000;USD;2516;350000;Gallo 600;Almagro;Capital Federal;62;;3;2;2;;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-venta-en-almagro-capital-federal-58260391.html?n_src=Listado&n_pills=Pileta&n_pg=41&n_pos=7;2026-02-10T14:15:27.329245
1558;58297455;151000;USD;2516;300000;Vidal al 1900;Belgrano;Capital Federal;60;;3;2;1;;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-belgrano-58297455.html?n_src=Listado&n_pg=53&n_pos=8;2026-02-10T14:19:49.484627
2329;58270486;115000;USD;1854;127000;Avenida Lacarra 600;Parque Avellaneda;Capital Federal;62;;3;2;1;;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-depto-3-amb-parque-avellaneda-apto-credito-58270486.html?n_src=Listado&n_pills=Apto+cr%C3%A9dito&n_pg=79&n_pos=13;2026-02-10T14:29:43.714809
461;58268632;180000;USD;1855;;Agustín Álvarez 1800;Florida;Vicente López;97;;4;2;2;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-oportunidad.-casa-3-amb-mono-en-block.-florida-58268632.html?n_src=Listado&n_pills=Parrilla&n_pg=16&n_pos=12;2026-02-10T14:06:05.765813
3166;58318627;239000;USD;2515;300000;Avenida Olazabal 4889;Villa Urquiza;Capital Federal;95;;2;1;1;;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-evoque-olazabal-oportunidad-2amb-piso-alto-c-balcon-58318627.html?n_src=Listado&n_pills=Quincho&n_pg=107&n_pos=22;2026-02-10T14:40:37.977985
2688;58269720;430000;USD;2514;490000;Doctor Nicolás Repetto 200;Caballito;Capital Federal;171;;6;5;3;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-6-ambientes-y-cochera-caballito-58269720.html?n_src=Listado&n_pills=Encargado&n_pg=91&n_pos=12;2026-02-10T14:34:22.435490
699;58297410;210000;USD;1858;;Vieytes al 200;Martínez;San Isidro;113;;3;2;1;;https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-en-venta-martinez-divino-duplex-3-ambientes-sin-58297410.html?n_src=Listado&n_pills=Apto+cr%C3%A9dito&n_pg=24&n_pos=12;2026-02-10T14:09:04.831276
1381;58260380;480000;USD;2513;510000;SUCRE, ANTONIO J. DE 2800. Entre Vidal y Cramer;Belgrano;Capital Federal;191;;5;3;4;2;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-5-ambientes-3-dorm.-sucre-antonio-j.-58260380.html?n_src=Listado&n_pills=Apto+cr%C3%A9dito&n_pg=47&n_pos=10;2026-02-10T14:17:44.007965
1634;58309442;128000;USD;2509;;Ugarte 3800;Coghlan;Capital Federal;51;;3;2;1;;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-3-ambientes-super-luminoso-en-coghlan!-58309442.html?n_src=Listado&n_pills=Encargado&n_pg=55&n_pos=24;2026-02-10T14:20:35.883645
